zip,bedrooms,bathrooms,sqft,lot_size,year_built,price,type_multi,type_single,type_townhouse
8774,2,1.0,1317,0.37,2010,804100.0,False,False,False
7911,3,1.0,2109,0.41,1996,989200.0,False,True,False
8064,2,1.0,1531,0.37,2005,582900.0,False,False,False
8891,6,2.0,3314,0.92,1913,892300.0,True,False,False
8298,2,1.0,529,0.19,1972,338400.0,False,True,False
8245,1,1.0,1334,0.05,1929,672500.0,False,True,False
8136,1,1.0,500,0.14,1973,221200.0,False,True,False
7451,2,1.0,1889,0.28,1908,811400.0,False,True,False
8915,5,1.5,2813,0.29,1986,1549300.0,False,True,False
8879,5,2.5,3077,0.41,2006,780400.0,False,True,False
7492,6,3.0,4216,0.5,1964,1598000.0,False,False,False
8251,1,1.0,875,0.38,2021,479300.0,False,True,False
7099,3,1.5,1441,0.32,1998,583800.0,False,True,False
7079,4,2.0,1910,0.12,1959,767700.0,False,True,False
8934,2,1.0,1187,0.6,1910,334500.0,False,False,False
7949,6,2.0,3573,0.3,1907,944700.0,False,True,False
7248,2,1.0,1638,0.19,1935,508600.0,False,True,False
8765,1,1.0,807,0.45,2014,306000.0,False,True,False
8934,3,1.5,1436,0.08,1932,578600.0,False,True,False
7776,2,1.0,1137,0.15,1992,471000.0,False,True,False
7050,4,1.5,2967,0.23,2004,1306100.0,False,False,False
8276,2,1.0,1515,0.31,2006,590700.0,False,False,True
8281,1,1.0,935,0.26,1947,322600.0,False,False,True
8327,1,1.0,500,0.45,1919,172100.0,False,True,False
8195,1,1.0,607,0.21,1978,306600.0,False,True,False
8787,1,1.0,1160,0.6,1956,628900.0,False,True,False
8995,3,1.5,1054,1.12,2012,407500.0,False,False,False
8135,1,1.0,782,0.13,1930,233200.0,False,True,False
8150,4,2.0,1918,0.55,1939,514300.0,False,False,True
8979,1,1.0,551,0.26,2019,274700.0,False,True,False
7090,1,1.0,684,0.49,2001,350100.0,False,False,True
7026,5,2.5,3326,0.05,1997,1035200.0,False,True,False
7081,1,1.0,923,0.09,1970,628600.0,False,False,True
8567,2,1.0,755,0.09,1919,338200.0,False,True,False
7336,1,1.0,642,0.47,1943,263000.0,False,False,False
7948,3,1.0,2213,0.25,1972,1221200.0,False,True,False
7264,3,1.5,2066,0.06,1946,818900.0,False,True,False
8881,3,2.0,1085,0.18,1941,424000.0,False,True,False
7296,3,1.0,1571,0.05,1947,925700.0,False,False,False
7719,6,3.0,2548,0.21,2024,906000.0,False,True,False
8369,2,1.0,1063,0.05,1925,478300.0,False,True,False
7718,2,1.0,1273,0.28,1986,684700.0,False,True,False
8715,1,1.0,821,0.09,1969,501500.0,False,False,False
8320,1,1.0,602,0.22,1916,327600.0,False,False,False
7070,1,1.0,554,0.15,1969,353300.0,False,True,False
8762,4,2.0,1520,0.11,1984,549000.0,True,False,False
8122,1,1.0,816,0.83,1984,489500.0,False,False,False
8224,1,1.0,1346,0.42,2003,454900.0,False,False,False
7727,4,1.5,2073,0.33,1925,627300.0,False,True,False
8286,2,1.0,775,0.26,1915,512700.0,False,True,False
8347,1,1.0,769,0.19,2022,448600.0,False,True,False
8321,1,1.0,877,0.72,1973,586800.0,False,True,False
8870,4,2.0,1888,0.77,1963,601400.0,False,True,False
8294,1,1.0,720,0.21,1907,249700.0,False,False,False
8779,4,2.5,2134,0.12,2020,611400.0,False,True,False
8171,1,1.0,500,0.1,2008,187100.0,False,False,False
7454,3,1.0,1030,0.16,1992,530800.0,False,False,True
8836,3,1.0,1072,0.19,2006,480000.0,False,False,False
8086,1,1.0,500,0.28,1920,287800.0,False,True,False
8236,1,1.0,512,0.25,1903,291500.0,False,True,False
7056,2,1.0,1180,0.15,1986,779700.0,False,True,False
7919,6,2.5,3534,0.21,1965,908500.0,False,False,False
8823,3,1.5,1549,0.1,2015,487200.0,False,False,False
8093,2,1.0,868,0.18,1982,296000.0,False,False,False
8658,2,1.0,807,0.39,2021,382600.0,False,False,True
8628,1,1.0,867,0.62,1960,362500.0,False,True,False
8153,1,1.0,771,0.11,2018,321600.0,False,True,False
8351,1,1.0,564,0.77,2014,173500.0,False,True,False
8795,4,1.5,1631,0.3,1976,888000.0,True,False,False
7078,1,1.0,1163,1.42,2014,639300.0,False,True,False
7314,6,2.0,3884,0.52,1943,1077000.0,False,False,True
8211,1,1.0,952,0.73,2009,375600.0,False,True,False
7936,6,3.0,4303,0.27,1925,1466100.0,False,True,False
7755,4,2.5,2032,0.07,2007,1388300.0,False,True,False
7766,4,1.5,1531,0.13,1929,451300.0,False,True,False
7428,6,2.0,3701,0.1,1907,2321200.0,False,True,False
7012,2,1.0,1459,0.25,1917,858900.0,False,False,False
7265,1,1.0,754,0.27,1949,503300.0,True,False,False
8247,1,1.0,1105,0.34,1909,505200.0,False,False,True
8839,3,1.5,1034,0.24,2009,521700.0,False,True,False
7023,2,1.0,1045,0.8,2023,707200.0,False,True,False
8815,2,1.0,747,0.16,1982,367000.0,True,False,False
7947,3,2.0,1280,0.38,2016,617700.0,False,True,False
8788,3,1.0,1680,0.12,1961,871500.0,False,True,False
7022,5,2.0,2330,0.1,1908,1096500.0,False,False,True
7066,5,2.0,3334,0.24,1906,981200.0,False,True,False
7730,5,1.5,2300,0.12,1980,639400.0,False,True,False
8797,2,1.0,609,0.21,2020,317400.0,False,False,False
8193,2,1.0,500,0.76,1967,118400.0,False,False,False
7858,1,1.0,651,0.16,1917,345900.0,False,True,False
8688,2,1.0,1161,0.43,1987,389700.0,False,False,False
7957,3,1.0,1650,0.36,1985,897700.0,False,False,True
7729,1,1.0,1167,0.12,2022,800600.0,False,False,False
7740,2,1.0,804,0.28,1996,368600.0,False,False,True
8730,2,1.0,901,0.08,1933,414500.0,False,True,False
7017,2,1.0,1187,0.61,1992,770700.0,False,False,True
8883,1,1.0,958,0.25,1939,326300.0,False,False,False
7728,2,1.0,500,0.21,1946,248700.0,False,False,False
8214,4,1.5,2776,0.36,2007,1341400.0,False,False,True
7356,2,1.0,1576,0.23,2023,565000.0,False,True,False
8011,3,1.0,1068,0.54,2022,345300.0,False,True,False
8786,6,2.5,2688,0.6,1912,761600.0,False,True,False
7667,6,3.5,8000,0.51,1907,2515400.0,False,True,False
8843,6,1.5,2997,0.43,1919,807800.0,False,True,False
7943,1,1.0,614,0.47,1907,388000.0,False,True,False
8280,3,1.0,2273,0.1,1926,727800.0,False,False,True
7325,4,1.5,1622,0.85,1953,610200.0,False,True,False
7867,2,1.0,1104,0.16,1907,289500.0,False,True,False
8739,6,2.0,3556,0.41,1978,1943700.0,False,True,False
8725,2,1.0,1446,0.12,1941,577100.0,False,True,False
7066,1,1.0,779,0.23,1938,489100.0,False,True,False
8770,2,1.0,500,0.38,1915,142000.0,False,True,False
8170,1,1.0,500,0.34,1931,130300.0,False,False,False
7752,4,1.0,1596,0.36,1903,1066100.0,False,True,False
7013,1,1.0,831,0.5,1983,573100.0,False,True,False
7030,4,1.5,1932,0.16,1918,487300.0,False,True,False
7030,1,1.0,1312,0.25,1988,808900.0,False,False,False
7385,3,1.5,1381,0.05,2001,649100.0,True,False,False
8787,1,1.0,578,0.84,1946,238300.0,False,True,False
8881,1,1.0,1112,0.29,1913,718100.0,False,True,False
8344,1,1.0,743,0.06,1922,490800.0,False,True,False
7757,1,1.0,625,0.5,1946,437900.0,False,True,False
7475,1,1.0,564,0.26,1919,292600.0,False,True,False
7859,2,1.0,804,0.07,1963,534200.0,False,False,False
7018,2,1.0,530,0.81,2014,326300.0,False,False,True
7994,1,1.0,880,0.46,1987,582400.0,False,False,False
7965,5,2.5,2047,0.13,2015,667700.0,False,True,False
7630,1,1.0,1412,0.69,1924,411100.0,False,True,False
7970,6,3.5,3121,0.4,2018,858400.0,False,False,True
7123,1,1.0,896,0.53,2018,477400.0,False,True,False
8796,1,1.0,800,0.66,1968,495900.0,False,False,True
8293,1,1.0,572,0.36,1929,332000.0,False,True,False
7182,2,1.0,1781,0.26,2017,911900.0,True,False,False
7030,5,2.5,2576,0.87,2018,1483200.0,False,True,False
8292,2,1.0,1996,0.45,1932,737000.0,False,True,False
8110,2,1.0,500,0.29,1996,250900.0,False,True,False
7037,4,1.5,1570,0.41,2000,554600.0,False,True,False
7791,3,1.0,1239,0.33,1973,720500.0,False,True,False
7922,3,1.5,1978,1.63,1959,788400.0,False,True,False
8366,2,1.0,716,0.07,2014,381200.0,False,True,False
7957,4,2.5,2642,0.23,1917,1237200.0,False,True,False
8166,1,1.0,798,0.4,1930,338300.0,False,True,False
8215,2,1.0,649,0.15,1927,400000.0,True,False,False
7023,6,2.0,7057,0.14,1965,1954600.0,False,True,False
7836,1,1.0,634,0.12,1929,300500.0,False,False,True
7720,3,2.0,1405,0.24,1961,456000.0,False,True,False
7932,1,1.0,500,0.3,1981,243700.0,False,False,False
7978,1,1.0,1061,1.49,1904,414700.0,False,True,False
8387,1,1.0,574,0.23,1934,168300.0,True,False,False
8776,5,2.0,2588,0.08,2001,1040700.0,False,False,False
7056,2,1.0,981,0.31,2007,479500.0,False,True,False
8927,3,1.0,2375,0.36,1957,697700.0,False,True,False
8512,1,1.0,885,0.68,1960,388900.0,False,False,False
7418,4,1.5,1582,0.13,1923,1027500.0,False,False,False
8938,4,1.5,2207,0.72,1913,782300.0,False,True,False
8576,1,1.0,500,1.02,2017,303900.0,False,True,False
7420,1,1.0,1261,0.12,1981,441300.0,False,True,False
7329,5,2.5,3327,0.16,1904,1401400.0,False,True,False
8995,1,1.0,822,0.15,1937,376600.0,False,True,False
7150,3,1.0,1976,0.17,1947,731900.0,False,True,False
7141,2,1.0,1362,0.19,1947,737500.0,False,False,True
8021,2,1.0,1483,0.78,2014,560900.0,False,False,True
7180,3,1.0,1061,0.05,1906,420900.0,False,True,False
8975,4,1.0,2435,0.25,1982,1159500.0,False,True,False
7629,3,1.5,1299,0.43,1982,787400.0,False,True,False
8339,2,1.0,613,0.07,1922,351900.0,False,False,True
8394,2,1.0,761,0.19,1971,500200.0,False,False,False
7035,1,1.0,799,0.4,1928,538600.0,False,True,False
8856,4,2.0,2643,0.21,2021,679100.0,False,True,False
7024,3,1.5,1516,0.99,1948,860000.0,False,True,False
7913,5,3.0,2532,0.14,1973,1015500.0,False,True,False
7980,2,1.0,788,0.13,1925,535900.0,False,False,False
8283,3,1.5,1080,0.09,2006,326800.0,False,True,False
8483,1,1.0,742,0.16,2003,281700.0,False,True,False
8374,2,1.0,500,0.07,1936,176200.0,False,True,False
8141,1,1.0,500,0.08,1948,304400.0,False,False,True
8976,5,1.5,2096,0.25,1906,764600.0,False,True,False
7945,4,1.0,2978,0.51,1968,819200.0,False,True,False
8057,1,1.0,500,0.35,1905,247700.0,True,False,False
7020,4,2.0,2894,0.21,2008,1751100.0,False,True,False
7277,1,1.0,500,0.89,1906,187300.0,False,True,False
8293,1,1.0,781,0.16,1981,444000.0,False,True,False
7843,3,1.0,1377,0.5,1949,800600.0,False,True,False
7167,1,1.0,894,0.18,1910,413100.0,False,True,False
8254,3,1.5,1691,0.55,1932,604800.0,False,True,False
7198,4,1.5,1856,0.08,1923,818200.0,False,False,False
7760,2,1.0,596,0.17,1937,352800.0,False,True,False
8518,4,1.5,1826,0.23,1914,752800.0,False,True,False
7848,1,1.0,825,0.22,1949,376800.0,False,True,False
8267,2,1.0,666,0.51,1919,311900.0,False,True,False
8770,2,1.0,803,0.6,1920,360500.0,False,True,False
7031,6,3.5,5367,0.12,2001,1662800.0,False,True,False
8290,1,1.0,500,0.07,1937,248600.0,False,False,False
8691,2,1.0,968,0.11,2013,410900.0,False,True,False
8133,2,1.0,897,0.53,1901,414400.0,False,False,False
7351,5,3.0,2767,0.55,1902,817500.0,False,False,False
8751,1,1.0,1251,0.14,2005,694400.0,False,True,False
7097,1,1.0,698,0.16,1929,454800.0,False,True,False
8962,2,1.0,728,0.06,2017,498500.0,False,True,False
7734,2,1.0,1585,0.38,2002,1057200.0,False,True,False
7455,2,1.0,828,0.22,1908,514600.0,False,True,False
7756,4,1.0,2350,0.15,1914,615200.0,False,True,False
7965,2,1.0,759,0.3,1969,434700.0,False,True,False
7194,1,1.0,1260,0.12,2016,449600.0,False,True,False
8874,2,1.0,1762,0.17,2004,823000.0,False,True,False
7926,3,1.5,1103,0.09,1910,542300.0,False,True,False
7468,6,2.0,3027,1.2,2016,765300.0,False,False,False
8370,2,1.0,1149,0.15,1951,695600.0,False,True,False
8786,6,2.0,3835,0.35,1914,1255700.0,False,True,False
7932,6,2.0,4133,0.17,1959,1934900.0,False,True,False
7986,2,1.0,951,0.06,1999,440700.0,False,True,False
8235,6,1.5,4713,0.06,1974,1632900.0,False,True,False
7253,2,1.0,625,0.15,1950,191800.0,False,True,False
8875,2,1.0,1295,0.16,1983,696900.0,False,True,False
7174,2,1.0,937,0.29,1987,529800.0,False,True,False
7418,4,1.5,1614,0.08,1980,755300.0,False,True,False
7429,1,1.0,1171,0.2,1971,787600.0,False,True,False
7964,1,1.0,756,0.27,1961,513000.0,True,False,False
8869,4,1.5,1750,0.29,2002,722000.0,False,True,False
7831,1,1.0,500,0.09,1916,181500.0,True,False,False
8954,1,1.0,897,0.11,1946,428000.0,False,True,False
7023,3,1.5,1273,0.28,1925,794000.0,False,True,False
8362,3,1.0,1689,0.75,1945,766300.0,False,False,True
8119,1,1.0,500,0.25,1979,184500.0,False,False,True
8821,1,1.0,943,0.16,1981,410200.0,False,False,False
8297,1,1.0,724,0.47,2019,345800.0,False,False,False
8927,1,1.0,863,0.18,1974,417200.0,False,True,False
8298,1,1.0,795,0.51,1979,509100.0,False,False,False
8771,2,1.0,1625,0.84,1998,1064300.0,False,True,False
7885,2,1.0,962,0.21,1977,503600.0,False,True,False
7130,3,1.0,1322,0.19,1949,765200.0,False,True,False
8694,2,1.0,1009,0.05,1924,422300.0,False,True,False
8983,2,1.0,1641,0.29,1940,652800.0,False,True,False
8326,2,1.0,500,0.21,1913,139900.0,False,True,False
7437,1,1.0,1185,0.12,2020,412600.0,False,False,False
8293,3,1.5,1073,0.21,1948,668500.0,False,False,True
7789,2,1.0,1771,0.06,1932,772000.0,False,True,False
7736,4,1.0,2451,0.08,1906,872400.0,False,False,True
8232,1,1.0,995,1.19,1912,435700.0,False,False,False
8042,2,1.0,664,0.11,1914,291600.0,False,True,False
7994,2,1.0,1997,0.19,1944,1097100.0,False,False,False
8593,2,1.0,1189,0.11,1996,773200.0,False,True,False
7876,2,1.0,750,0.62,1909,298200.0,False,True,False
7937,6,3.0,4065,0.22,2002,1115100.0,False,False,False
8651,1,1.0,1027,0.68,2008,435200.0,False,True,False
7378,6,2.0,3848,0.08,1949,1550700.0,False,False,True
8362,1,1.0,650,0.2,1923,323000.0,False,True,False
8363,1,1.0,507,0.14,1967,335700.0,False,False,False
7724,3,1.5,1306,1.11,1993,834000.0,False,True,False
8841,6,3.0,3529,0.31,1950,1037900.0,False,False,False
7030,2,1.0,570,0.05,1984,393500.0,False,True,False
8761,2,1.0,645,0.27,1952,379300.0,False,False,True
7775,1,1.0,807,0.15,1976,484800.0,False,True,False
7253,6,3.0,4285,0.37,1900,1168100.0,False,False,False
7963,3,1.0,1595,0.22,1930,899100.0,False,False,False
7284,1,1.0,871,0.81,1939,563100.0,True,False,False
8877,2,1.0,1199,0.1,1962,615900.0,False,True,False
7197,3,1.0,2499,0.25,2022,1302700.0,False,True,False
7027,1,1.0,957,0.32,1993,313600.0,False,True,False
8712,1,1.0,1375,0.62,1961,601200.0,False,True,False
8728,1,1.0,1341,0.49,1950,376000.0,False,True,False
8896,2,1.0,1758,0.29,1991,489700.0,False,True,False
7385,2,1.0,1804,0.43,1980,956900.0,False,True,False
8879,3,1.0,1419,0.65,1956,406600.0,False,True,False
8164,2,1.0,598,0.1,1913,161600.0,False,True,False
8851,3,1.0,1249,0.34,1902,509200.0,False,True,False
8358,1,1.0,864,0.59,1990,499100.0,False,True,False
7032,5,2.5,3367,0.14,1910,1061900.0,False,True,False
8142,1,1.0,702,0.05,2014,368600.0,False,False,True
8865,3,1.0,1146,0.16,1914,451300.0,False,True,False
7716,4,2.5,1867,0.23,1980,899700.0,True,False,False
7066,3,2.0,1708,0.19,1914,976800.0,False,True,False
8532,1,1.0,1176,0.2,1987,391400.0,False,True,False
7637,2,1.0,1969,0.27,1997,942300.0,False,False,True
7265,2,1.0,1464,0.76,1934,901200.0,False,True,False
8857,1,1.0,610,0.16,1975,416700.0,False,True,False
7042,4,2.0,1629,0.39,1964,1115200.0,False,False,True
8720,3,1.0,1796,0.27,1903,1029400.0,False,True,False
8831,4,2.0,1641,0.33,1931,440800.0,False,False,True
8018,5,2.0,2621,0.08,1960,905700.0,False,False,False
8914,1,1.0,1348,0.85,1933,642100.0,False,True,False
8963,1,1.0,729,0.29,1911,502900.0,False,True,False
7986,4,2.0,2231,0.3,1960,1062400.0,False,True,False
7229,3,1.0,1279,0.11,2020,745400.0,False,True,False
8272,2,1.0,1413,0.72,1930,379200.0,False,True,False
8729,3,1.0,1506,0.39,1918,559400.0,False,True,False
8758,1,1.0,790,0.31,1904,460300.0,False,True,False
7462,3,1.5,1254,0.64,1995,710900.0,False,False,False
8934,3,1.5,2001,0.1,1939,572400.0,True,False,False
8089,2,1.0,1642,0.81,1907,773200.0,False,True,False
7464,3,1.5,1237,0.14,1951,406900.0,False,True,False
8855,2,1.0,743,0.94,1978,362000.0,False,False,False
8781,3,1.0,2228,0.18,1938,1215600.0,False,True,False
8215,1,1.0,659,0.08,1909,436800.0,True,False,False
7638,5,3.0,2274,0.49,2005,1512000.0,False,True,False
8136,2,1.0,500,0.5,1981,310000.0,False,True,False
7427,2,1.0,721,0.48,1950,429500.0,False,True,False
7158,1,1.0,894,0.14,2010,436900.0,False,False,False
8310,1,1.0,1136,0.06,1903,341900.0,False,True,False
8760,1,1.0,500,0.14,1961,334500.0,True,False,False
7182,1,1.0,1298,0.2,1939,415100.0,False,True,False
8470,2,1.0,721,0.25,1931,470600.0,False,True,False
8190,3,1.5,1601,0.12,1968,437600.0,False,False,True
8975,2,1.0,830,0.42,2006,450900.0,False,False,True
7347,1,1.0,500,0.07,1921,257400.0,False,False,False
8983,5,2.0,2140,0.45,1957,925900.0,False,True,False
7477,1,1.0,1070,0.13,1974,397000.0,False,True,False
7652,2,1.0,1005,0.17,1956,612000.0,False,False,False
7090,4,1.5,2751,0.31,1935,799600.0,False,True,False
7989,3,1.5,1261,0.53,1990,359300.0,False,False,False
7094,2,1.0,827,0.05,1970,560400.0,False,True,False
8837,2,1.0,970,0.27,1916,419700.0,False,False,False
7933,3,1.5,2485,0.21,1997,624500.0,False,False,False
8030,3,1.5,1048,0.54,1956,496200.0,False,False,False
7282,5,2.0,2963,0.19,1978,1010000.0,False,True,False
8244,1,1.0,668,0.19,1915,209100.0,False,True,False
8316,2,1.0,500,0.14,1992,219800.0,False,True,False
7353,3,1.0,1586,0.07,2024,807700.0,False,False,True
8237,3,1.5,1244,0.27,1917,326900.0,False,True,False
7881,1,1.0,519,0.63,1988,333800.0,False,True,False
7086,1,1.0,1154,2.66,1911,452100.0,False,True,False
7010,3,1.0,1555,0.71,1917,511800.0,False,False,False
8810,2,1.0,820,0.34,2022,497100.0,False,True,False
7627,5,2.5,2451,0.25,1995,624700.0,False,True,False
7743,1,1.0,710,0.39,1968,406700.0,False,True,False
7019,3,1.5,1437,0.12,1973,593000.0,False,False,True
7754,2,1.0,1097,0.57,1983,635100.0,False,False,True
7973,2,1.0,979,0.24,2007,584000.0,False,True,False
8357,3,2.0,1103,0.09,1924,689400.0,False,True,False
7862,3,2.0,1122,0.05,1962,452300.0,True,False,False
8919,6,3.0,4175,2.75,1926,1143800.0,False,False,False
8930,1,1.0,1096,0.2,1936,349800.0,False,True,False
7349,1,1.0,827,0.14,1993,359800.0,False,True,False
7151,5,2.5,2366,0.36,2016,729000.0,False,True,False
7064,1,1.0,524,0.85,2021,325700.0,False,True,False
8898,3,1.0,1619,0.13,1955,434400.0,False,True,False
7752,2,1.0,1240,0.19,2004,347800.0,False,False,False
7074,2,1.0,1577,0.22,2011,995200.0,False,True,False
7543,3,1.5,1392,0.11,1956,908100.0,False,True,False
8267,2,1.0,960,0.17,1949,244300.0,True,False,False
7914,1,1.0,1068,0.1,1999,659000.0,False,True,False
7068,3,1.0,1490,0.68,1990,647900.0,False,True,False
7724,2,1.0,1132,0.87,1988,723400.0,False,True,False
8613,2,1.0,1364,1.4,2012,483500.0,False,False,True
8234,1,1.0,746,0.41,1982,311200.0,False,False,True
7262,2,1.0,694,0.16,2000,304200.0,False,True,False
8946,2,1.0,778,0.26,2022,280000.0,False,True,False
7742,2,1.0,1229,0.13,1936,403200.0,False,True,False
8662,2,1.0,854,0.39,1925,578800.0,False,True,False
7876,4,2.5,1609,0.16,2012,831000.0,False,False,False
7970,2,1.0,1438,0.18,1984,782100.0,False,True,False
7870,1,1.0,966,0.05,2006,601300.0,True,False,False
7043,2,1.0,983,0.47,2002,546100.0,False,False,False
7177,2,1.0,1335,0.72,1959,653000.0,False,True,False
8123,1,1.0,571,0.18,1969,249300.0,False,False,True
8828,1,1.0,678,0.07,1911,322400.0,False,False,False
7827,1,1.0,969,0.05,1943,629600.0,True,False,False
8853,6,1.5,3587,0.63,2016,1254500.0,False,True,False
7296,1,1.0,500,0.42,1937,157000.0,False,False,True
7043,6,2.5,3916,0.28,1907,2455500.0,False,True,False
7086,1,1.0,677,0.17,1985,347100.0,False,True,False
8365,1,1.0,500,0.81,1991,229700.0,False,True,False
8944,3,1.0,1855,0.28,1949,599400.0,False,False,True
8889,2,1.0,1569,0.29,1944,483000.0,False,True,False
7039,2,1.0,1910,0.5,1964,1310300.0,False,True,False
8939,1,1.0,1288,0.15,1945,532200.0,True,False,False
8989,2,1.0,1684,0.35,2003,558800.0,False,False,True
7238,2,1.0,952,0.16,1930,505700.0,True,False,False
8770,2,1.0,1351,0.14,1905,501600.0,False,False,False
8324,2,1.0,1004,0.44,1900,311500.0,False,True,False
8279,5,1.5,2323,0.13,1982,995500.0,False,False,False
8891,2,1.0,1859,0.38,1977,847400.0,True,False,False
8284,3,1.0,1404,0.13,2006,764500.0,False,True,False
8318,1,1.0,661,0.16,2007,458700.0,False,True,False
7277,2,1.0,1618,0.27,1991,493400.0,False,False,True
8161,1,1.0,500,0.19,1927,175600.0,False,True,False
7470,2,1.0,1297,0.74,2021,791500.0,False,False,False
7164,1,1.0,992,0.22,2019,519800.0,False,False,True
7446,5,1.5,2416,0.07,1926,1062900.0,False,False,True
7091,1,1.0,904,0.27,1929,526800.0,True,False,False
8246,1,1.0,962,0.1,1970,532100.0,False,False,False
7058,1,1.0,893,0.65,2002,521900.0,False,True,False
8640,1,1.0,799,0.21,1963,400900.0,False,False,True
7768,3,1.0,1344,0.44,1918,636500.0,False,True,False
7014,1,1.0,520,0.22,1970,333100.0,False,True,False
7669,1,1.0,829,0.05,1935,487900.0,False,True,False
7794,3,1.5,1590,0.35,1991,821000.0,False,False,False
8815,2,1.0,1007,0.36,1975,601200.0,False,False,False
8910,1,1.0,715,0.28,1932,361500.0,False,False,False
7229,6,3.5,3393,0.13,1948,1467900.0,False,True,False
8332,1,1.0,678,0.77,2004,412500.0,False,False,False
7760,2,1.0,1583,0.14,1939,827400.0,False,True,False
8339,1,1.0,993,0.14,1949,309100.0,False,False,False
8224,1,1.0,516,0.2,1964,313700.0,False,False,False
7379,4,2.0,1802,0.2,2009,477500.0,False,True,False
8376,1,1.0,500,0.11,1949,199600.0,False,True,False
7762,2,1.0,500,0.15,1984,242300.0,False,False,True
7060,1,1.0,895,0.15,1949,386800.0,False,True,False
7662,5,2.0,2791,0.06,1905,890500.0,False,True,False
7079,4,1.5,1613,0.31,1902,1067300.0,False,False,True
8967,6,3.0,3501,0.23,1909,901300.0,False,True,False
7823,1,1.0,500,0.25,1967,276900.0,False,True,False
8959,1,1.0,1162,0.14,1988,460500.0,False,True,False
8944,1,1.0,1153,0.21,1954,378200.0,False,True,False
8890,2,1.0,991,0.13,2015,294900.0,False,False,True
8633,1,1.0,698,0.21,1930,446600.0,False,True,False
8272,1,1.0,678,0.08,1948,209700.0,False,True,False
7070,1,1.0,746,0.14,1933,300100.0,False,True,False
8732,3,1.0,1441,0.18,1945,896300.0,False,False,False
8036,3,1.5,1184,0.05,2018,331400.0,False,True,False
7912,5,1.5,2093,0.29,1944,781300.0,False,True,False
8048,1,1.0,559,0.31,1927,253200.0,False,True,False
8961,6,3.0,5369,0.57,1924,1688400.0,False,True,False
7736,2,1.0,1331,0.12,1940,810700.0,False,True,False
8858,3,1.5,1314,0.98,2014,604100.0,False,True,False
7997,3,1.0,1600,0.1,1978,597000.0,False,True,False
8069,1,1.0,1074,0.08,1924,432700.0,False,True,False
8831,4,1.0,1985,0.22,1983,854900.0,False,True,False
8696,1,1.0,500,1.41,1942,187500.0,False,False,True
8599,4,2.5,2353,0.84,1939,637600.0,False,True,False
8225,3,1.5,2474,0.18,1965,1286300.0,False,True,False
8848,2,1.0,1923,0.27,2021,814900.0,False,False,True
8846,3,1.5,1318,0.09,1942,873000.0,False,True,False
8635,4,1.0,2270,0.42,1997,787300.0,False,True,False
8977,3,1.5,1779,0.71,1969,841500.0,False,True,False
7149,3,1.0,1018,0.24,1941,583400.0,False,True,False
8268,2,1.0,1589,0.06,2013,864600.0,False,False,False
7745,6,2.0,2818,0.12,1944,1228200.0,False,True,False
8192,2,1.0,1022,0.07,1921,682600.0,False,True,False
7443,1,1.0,674,0.46,1908,461600.0,False,True,False
8799,2,1.0,569,0.58,2023,377000.0,False,True,False
8357,2,1.0,1495,0.11,1936,559800.0,False,True,False
8333,2,1.0,759,0.1,1958,334400.0,False,False,True
7195,2,1.0,1426,0.13,1903,454400.0,False,False,False
7539,2,1.0,590,0.27,2023,371100.0,False,True,False
8211,2,1.0,1618,0.38,2000,767400.0,False,True,False
7020,1,1.0,676,0.7,1909,464300.0,False,False,False
7959,4,2.0,2162,0.37,1947,818800.0,False,False,False
8744,3,1.0,1186,0.34,1978,625400.0,False,False,True
8797,2,1.0,1288,0.15,1923,786600.0,False,True,False
7769,3,1.0,1195,0.15,1965,438600.0,False,True,False
7688,1,1.0,776,0.1,2022,456500.0,False,True,False
8080,1,1.0,500,0.29,1940,157900.0,False,True,False
8941,4,1.5,1863,0.22,1911,499900.0,False,False,False
8841,2,1.0,904,0.14,2015,436100.0,False,True,False
7678,6,2.5,5334,0.3,1945,1375000.0,False,False,False
8016,2,1.0,1066,0.16,1950,510700.0,False,False,True
7731,5,2.0,3016,0.31,1957,1807300.0,False,False,False
8110,3,1.5,1130,0.67,1994,302700.0,False,False,True
7891,4,1.5,2295,3.03,2018,632600.0,False,True,False
7036,2,1.0,840,0.2,1945,506700.0,False,False,False
7415,1,1.0,902,0.05,1934,440200.0,False,False,False
8351,4,2.0,1669,0.41,2023,517300.0,False,True,False
8865,2,1.0,839,0.05,1904,522000.0,False,False,False
7342,3,1.0,1690,0.14,1973,713600.0,False,True,False
8131,3,1.0,1556,0.18,1946,475400.0,False,False,True
8947,1,1.0,996,0.08,1943,495000.0,False,True,False
8081,1,1.0,500,0.13,2013,259600.0,False,False,True
8665,1,1.0,500,0.69,1916,226400.0,False,False,False
7094,1,1.0,1219,0.41,2011,835500.0,False,True,False
7093,2,1.0,783,0.19,1978,444700.0,False,True,False
7994,2,1.0,1485,0.16,1957,463400.0,False,False,True
7664,4,1.5,1764,0.22,1991,578900.0,False,False,False
7737,2,1.0,1032,0.06,2012,548800.0,False,True,False
8854,1,1.0,1466,0.05,1932,546200.0,False,True,False
7781,2,1.0,585,0.84,1965,408800.0,False,False,True
8332,2,1.0,500,0.07,1916,239000.0,False,True,False
8959,6,3.0,2603,0.2,1997,1103100.0,False,True,False
8286,2,1.0,1272,0.14,1910,511700.0,False,True,False
